"","year","iso3c","co2_emissions","cumulative_co2"
"733",1977,"ATG",0.465,7.347
"734",1978,"ATG",0.491,7.838
"735",1979,"ATG",0.407,8.245
"736",1980,"ATG",0.143,8.388
"737",1981,"ATG",0.106,8.494
"738",1982,"ATG",0.293,8.787
"739",1983,"ATG",0.084,8.871
"740",1984,"ATG",0.147,9.018
"741",1985,"ATG",0.249,9.267
"742",1986,"ATG",0.249,9.516
"743",1987,"ATG",0.275,9.791
"744",1988,"ATG",0.286,10.077
"745",1989,"ATG",0.286,10.363
"746",1990,"ATG",0.22,10.583
"747",1991,"ATG",0.213,10.796
"748",1992,"ATG",0.209,11.005
"749",1993,"ATG",0.216,11.221
"750",1994,"ATG",0.216,11.437
"751",1995,"ATG",0.224,11.661
"752",1996,"ATG",0.238,11.899
"753",1997,"ATG",0.256,12.155
"754",1998,"ATG",0.271,12.426
"755",1999,"ATG",0.282,12.708
"756",2000,"ATG",0.293,13.001
"757",2001,"ATG",0.297,13.298
"758",2002,"ATG",0.33,13.628
"759",2003,"ATG",0.352,13.98
"760",2004,"ATG",0.366,14.346
"761",2005,"ATG",0.374,14.72
"762",2006,"ATG",0.385,15.105
"763",2007,"ATG",0.407,15.512
"764",2008,"ATG",0.418,15.93
"765",2009,"ATG",0.443,16.373
"766",2010,"ATG",0.454,16.827
"767",2011,"ATG",0.443,17.27
"768",2012,"ATG",0.458,17.728
"769",2013,"ATG",0.462,18.19
"770",2014,"ATG",0.462,18.652
"771",2015,"ATG",0.48,19.132
"772",2016,"ATG",0.491,19.623
"773",2017,"ATG",0.491,20.114
"774",2018,"ATG",0.498,20.612
"775",2019,"ATG",0.486,21.098
"776",2020,"ATG",0.43,21.528
"777",1900,"AUS",10.168,10.168
"778",1901,"AUS",11.439,21.607
"779",1902,"AUS",11.395,33.002
"780",1903,"AUS",11.219,44.221
"781",1904,"AUS",11.545,55.766
"782",1905,"AUS",12.047,67.813
"783",1906,"AUS",14.359,82.172
"784",1907,"AUS",15.477,97.649
"785",1908,"AUS",16.755,114.404
"786",1909,"AUS",14.553,128.957
"787",1910,"AUS",17.437,146.394
"788",1911,"AUS",19.24,165.634
"789",1912,"AUS",20.786,186.42
"790",1913,"AUS",22.391,208.811
"791",1914,"AUS",24.479,233.29
"792",1915,"AUS",21.793,255.083
"793",1916,"AUS",19.273,274.356
"794",1917,"AUS",20.76,295.116
"795",1918,"AUS",22.94,318.056
"796",1919,"AUS",21.739,339.795
"797",1920,"AUS",25.732,365.527
"798",1921,"AUS",23.153,388.68
"799",1922,"AUS",24.344,413.024
"800",1923,"AUS",24.849,437.873
"801",1924,"AUS",27.07,464.943
"802",1925,"AUS",28.235,493.178
"803",1926,"AUS",27.854,521.032
"804",1927,"AUS",28.894,549.926
"805",1928,"AUS",26.286,576.212
"806",1929,"AUS",23.652,599.864
"807",1930,"AUS",22.029,621.893
"808",1931,"AUS",19.546,641.439
"809",1932,"AUS",20.342,661.781
"810",1933,"AUS",21.58,683.361
"811",1934,"AUS",22.697,706.058
"812",1935,"AUS",25.228,731.286
"813",1936,"AUS",27.049,758.335
"814",1937,"AUS",28.855,787.19
"815",1938,"AUS",28.035,815.225
"816",1939,"AUS",32.142,847.367
"817",1940,"AUS",29.038,876.405
"818",1941,"AUS",34.545,910.95
"819",1942,"AUS",36.502,947.452
"820",1943,"AUS",34.99,982.442
"821",1944,"AUS",34.209,1016.651
"822",1945,"AUS",32.695,1049.346
"823",1946,"AUS",35.421,1084.767
"824",1947,"AUS",38.014,1122.781
"825",1948,"AUS",38.42,1161.201
"826",1949,"AUS",37.647,1198.848
"827",1950,"AUS",54.739,1253.587
"828",1951,"AUS",59.029,1312.616
"829",1952,"AUS",60.201,1372.817
"830",1953,"AUS",59.435,1432.252
"831",1954,"AUS",67.839,1500.091
"832",1955,"AUS",70.674,1570.765
"833",1956,"AUS",73.03,1643.795
"834",1957,"AUS",74.516,1718.311
"835",1958,"AUS",77.608,1795.919
"836",1959,"AUS",83.708,1879.627
"837",1960,"AUS",88.119,1967.746
"838",1961,"AUS",90.504,2058.25
"839",1962,"AUS",94.823,2153.073
"840",1963,"AUS",100.934,2254.007
"841",1964,"AUS",108.876,2362.883
"842",1965,"AUS",120.853,2483.736
"843",1966,"AUS",120.219,2603.955
"844",1967,"AUS",129.144,2733.099
"845",1968,"AUS",134.497,2867.596
"846",1969,"AUS",142.124,3009.72
"847",1970,"AUS",147.48,3157.2
"848",1971,"AUS",152.63,3309.83
"849",1972,"AUS",157.337,3467.167
"850",1973,"AUS",170.829,3637.996
"851",1974,"AUS",172.192,3810.188
"852",1975,"AUS",175.717,3985.905
"853",1976,"AUS",174.078,4159.983
"854",1977,"AUS",187.609,4347.592
"855",1978,"AUS",201.825,4549.417
"856",1979,"AUS",204.875,4754.292
"857",1980,"AUS",220.537,4974.829
"858",1981,"AUS",230.14,5204.969
"859",1982,"AUS",233.897,5438.866
"860",1983,"AUS",224.792,5663.658
"861",1984,"AUS",236.37,5900.028
"862",1985,"AUS",240.998,6141.026
"863",1986,"AUS",239.733,6380.759
"864",1987,"AUS",255.862,6636.621
"865",1988,"AUS",260.892,6897.513
"866",1989,"AUS",277.501,7175.014
"867",1990,"AUS",279.365,7454.379
"868",1991,"AUS",281.872,7736.251
"869",1992,"AUS",286.332,8022.583
"870",1993,"AUS",291.325,8313.908
"871",1994,"AUS",300.084,8613.992
"872",1995,"AUS",308.023,8922.015
"873",1996,"AUS",316.332,9238.347
"874",1997,"AUS",327.11,9565.457
"875",1998,"AUS",338.697,9904.154
"876",1999,"AUS",346.599,10250.753
"877",2000,"AUS",351.82,10602.573
"878",2001,"AUS",360.455,10963.028
"879",2002,"AUS",367.113,11330.141
"880",2003,"AUS",373.233,11703.374
"881",2004,"AUS",386.766,12090.14
"882",2005,"AUS",387.602,12477.742
"883",2006,"AUS",397.295,12875.037
"884",2007,"AUS",401.926,13276.963
"885",2008,"AUS",409.653,13686.616
"886",2009,"AUS",401.321,14087.937
"887",2010,"AUS",404.533,14492.47
"888",2011,"AUS",405.344,14897.814
"889",2012,"AUS",402.666,15300.48
"890",2013,"AUS",393.171,15693.651
"891",2014,"AUS",399.254,16092.905
"892",2015,"AUS",403.279,16496.184
"893",2016,"AUS",415.945,16912.129
"894",2017,"AUS",414.751,17326.88
"895",2018,"AUS",416.001,17742.881
"896",2019,"AUS",414.517,18157.398
"897",2020,"AUS",391.892,18549.29
"898",1900,"AZE",0.998,0.998
"899",1901,"AZE",1.024,2.022
"900",1902,"AZE",0.989,3.011
"901",1903,"AZE",0.968,3.979
"902",1904,"AZE",1.077,5.056
"903",1905,"AZE",0.961,6.017
"904",1906,"AZE",1.096,7.113
"905",1907,"AZE",1.228,8.341
"906",1908,"AZE",1.235,9.576
"907",1909,"AZE",1.304,10.88
"908",1910,"AZE",1.279,12.159
"909",1911,"AZE",1.326,13.485
"910",1912,"AZE",1.502,14.987
"911",1913,"AZE",1.632,16.619
"912",1914,"AZE",1.473,18.092
"913",1915,"AZE",1.352,19.444
"914",1916,"AZE",1.441,20.885
"915",1917,"AZE",1.326,22.211
"916",1918,"AZE",0.529,22.74
"917",1919,"AZE",0.452,23.192
"918",1920,"AZE",0.412,23.604
"919",1921,"AZE",0.447,24.051
"920",1922,"AZE",0.545,24.596
"921",1923,"AZE",0.602,25.198
"922",1924,"AZE",0.717,25.915
"923",1925,"AZE",0.708,26.623
"924",1926,"AZE",1.025,27.648
"925",1927,"AZE",1.275,28.923
"926",1928,"AZE",1.404,30.327
"927",1929,"AZE",1.512,31.839
"928",1930,"AZE",2.063,33.902
"929",1931,"AZE",2.48,36.382
"930",1932,"AZE",2.791,39.173
"931",1933,"AZE",3.122,42.295
"932",1934,"AZE",3.774,46.069
"933",1935,"AZE",4.267,50.336
"934",1936,"AZE",4.886,55.222
"935",1937,"AZE",5,60.222
"936",1938,"AZE",5.278,65.5
"937",1939,"AZE",5.343,70.843
"938",1940,"AZE",6.404,77.247
"939",1941,"AZE",5.627,82.874
"940",1942,"AZE",3.08,85.954
"941",1943,"AZE",3.214,89.168
"942",1944,"AZE",4.662,93.83
"943",1945,"AZE",4.918,98.748
"944",1946,"AZE",5.515,104.263
"945",1947,"AZE",6.634,110.897
"946",1948,"AZE",7.05,117.947
"947",1949,"AZE",8.011,125.958
"948",1950,"AZE",8.918,134.876
"949",1951,"AZE",9.657,144.533
"950",1952,"AZE",10.341,154.874
"951",1953,"AZE",10.939,165.813
"952",1954,"AZE",11.939,177.752
"953",1955,"AZE",13.538,191.29
"954",1956,"AZE",14.86,206.15
"955",1957,"AZE",16.271,222.421
"956",1958,"AZE",17.381,239.802
"957",1959,"AZE",18.278,258.08
"958",1960,"AZE",19.037,277.117
"959",1961,"AZE",19.653,296.77
"960",1962,"AZE",20.649,317.419
"961",1963,"AZE",22.166,339.585
"962",1964,"AZE",23.592,363.177
"963",1965,"AZE",25.035,388.212
"964",1966,"AZE",26.444,414.656
"965",1967,"AZE",27.669,442.325
"966",1968,"AZE",28.464,470.789
"967",1969,"AZE",29.657,500.446
"968",1970,"AZE",31.183,531.629
"969",1971,"AZE",33.112,564.741
"970",1972,"AZE",34.854,599.595
"971",1973,"AZE",36.344,635.939
"972",1974,"AZE",37.749,673.688
"973",1975,"AZE",39.695,713.383
"974",1976,"AZE",41.226,754.609
"975",1977,"AZE",42.634,797.243
"976",1978,"AZE",44.109,841.352
"977",1979,"AZE",44.478,885.83
"978",1980,"AZE",46.222,932.052
"979",1981,"AZE",45.371,977.423
"980",1982,"AZE",46.23,1023.653
"981",1983,"AZE",46.897,1070.55
"982",1984,"AZE",47.323,1117.873
"983",1985,"AZE",51.021,1168.894
"984",1986,"AZE",53.134,1222.028
"985",1987,"AZE",50.438,1272.466
"986",1988,"AZE",51.327,1323.793
"987",1989,"AZE",51.372,1375.165
"988",1990,"AZE",51.38,1426.545
"989",1991,"AZE",50.034,1476.579
"990",1992,"AZE",56.174,1532.753
"991",1993,"AZE",48.406,1581.159
"992",1994,"AZE",41.944,1623.103
"993",1995,"AZE",33.309,1656.412
"994",1996,"AZE",31.242,1687.654
"995",1997,"AZE",29.802,1717.456
"996",1998,"AZE",31.666,1749.122
"997",1999,"AZE",28.57,1777.692
"998",2000,"AZE",29.506,1807.198
"999",2001,"AZE",28.791,1835.989
"1000",2002,"AZE",29.641,1865.63
"1001",2003,"AZE",30.624,1896.254
"1002",2004,"AZE",32.077,1928.331
"1003",2005,"AZE",34.286,1962.617
"1004",2006,"AZE",39.109,2001.726
"1005",2007,"AZE",30.459,2032.185
"1006",2008,"AZE",35.45,2067.635
"1007",2009,"AZE",31.856,2099.491
"1008",2010,"AZE",30.633,2130.124
"1009",2011,"AZE",32.976,2163.1
"1010",2012,"AZE",35.048,2198.148
"1011",2013,"AZE",35.215,2233.363
"1012",2014,"AZE",36.975,2270.338
"1013",2015,"AZE",36.989,2307.327
"1014",2016,"AZE",37.055,2344.382
"1015",2017,"AZE",36.73,2381.112
"1016",2018,"AZE",36.847,2417.959
"1017",2019,"AZE",38.725,2456.684
"1018",2020,"AZE",37.72,2494.404
"1019",1950,"BDI",0.009,0.009
"1020",1951,"BDI",0.009,0.018
"1021",1952,"BDI",0.016,0.034
"1022",1953,"BDI",0.015,0.049
"1023",1954,"BDI",0.006,0.055
"1024",1955,"BDI",0.008,0.063
"1025",1956,"BDI",0.009,0.072
"1026",1957,"BDI",0.01,0.082
"1027",1958,"BDI",0.01,0.092
"1028",1959,"BDI",0.039,0.131
"1029",1960,"BDI",0.036,0.167
"1030",1961,"BDI",0.048,0.215
"1031",1962,"BDI",0.044,0.259
"1032",1963,"BDI",0.048,0.307
"1033",1964,"BDI",0.048,0.355
"1034",1965,"BDI",0.037,0.392
"1035",1966,"BDI",0.048,0.44
"1036",1967,"BDI",0.048,0.488
"1037",1968,"BDI",0.055,0.543
"1038",1969,"BDI",0.073,0.616
"1039",1970,"BDI",0.062,0.678
"1040",1971,"BDI",0.073,0.751
"1041",1972,"BDI",0.073,0.824
"1042",1973,"BDI",0.073,0.897
"1043",1974,"BDI",0.092,0.989
"1044",1975,"BDI",0.077,1.066
"1045",1976,"BDI",0.088,1.154
"1046",1977,"BDI",0.099,1.253
"1047",1978,"BDI",0.103,1.356
"1048",1979,"BDI",0.11,1.466
"1049",1980,"BDI",0.147,1.613
"1050",1981,"BDI",0.158,1.771
"1051",1982,"BDI",0.158,1.929
"1052",1983,"BDI",0.205,2.134
"1053",1984,"BDI",0.22,2.354
"1054",1985,"BDI",0.231,2.585
"1055",1986,"BDI",0.234,2.819
"1056",1987,"BDI",0.249,3.068
"1057",1988,"BDI",0.227,3.295
"1058",1989,"BDI",0.267,3.562
"1059",1990,"BDI",0.209,3.771
"1060",1991,"BDI",0.238,4.009
"1061",1992,"BDI",0.216,4.225
"1062",1993,"BDI",0.227,4.452
"1063",1994,"BDI",0.234,4.686
"1064",1995,"BDI",0.238,4.924
"1065",1996,"BDI",0.242,5.166
"1066",1997,"BDI",0.249,5.415
"1067",1998,"BDI",0.249,5.664
"1068",1999,"BDI",0.253,5.917
"1069",2000,"BDI",0.271,6.188
"1070",2001,"BDI",0.205,6.393
"1071",2002,"BDI",0.213,6.606
"1072",2003,"BDI",0.161,6.767
"1073",2004,"BDI",0.198,6.965
"1074",2005,"BDI",0.154,7.119
"1075",2006,"BDI",0.183,7.302
"1076",2007,"BDI",0.202,7.504
"1077",2008,"BDI",0.209,7.713
"1078",2009,"BDI",0.169,7.882
"1079",2010,"BDI",0.297,8.179
"1080",2011,"BDI",0.354,8.533
"1081",2012,"BDI",0.379,8.912
"1082",2013,"BDI",0.398,9.31
"1083",2014,"BDI",0.375,9.685
"1084",2015,"BDI",0.391,10.076
"1085",2016,"BDI",0.467,10.543
"1086",2017,"BDI",0.53,11.073
"1087",2018,"BDI",0.679,11.752
"1088",2019,"BDI",0.704,12.456
"1089",2020,"BDI",0.602,13.058
"1090",1958,"BEN",0.125,0.125
"1091",1959,"BEN",0.103,0.228
"1092",1960,"BEN",0.161,0.389
"1093",1961,"BEN",0.128,0.517
"1094",1962,"BEN",0.136,0.653
"1095",1963,"BEN",0.121,0.774
"1096",1964,"BEN",0.143,0.917
"1097",1965,"BEN",0.15,1.067
"1098",1966,"BEN",0.114,1.181
"1099",1967,"BEN",0.143,1.324
"1100",1968,"BEN",0.154,1.478
"1101",1969,"BEN",0.202,1.68
"1102",1970,"BEN",0.282,1.962
"1103",1971,"BEN",0.293,2.255
"1104",1972,"BEN",0.388,2.643
"1105",1973,"BEN",0.381,3.024
"1106",1974,"BEN",0.407,3.431
"1107",1975,"BEN",0.443,3.874
"1108",1976,"BEN",0.26,4.134
"1109",1977,"BEN",0.297,4.431
"1110",1978,"BEN",0.363,4.794
"1111",1979,"BEN",0.366,5.16
"1112",1980,"BEN",0.48,5.64
"1113",1981,"BEN",0.387,6.027
"1114",1982,"BEN",0.443,6.47
"1115",1983,"BEN",0.404,6.874
"1116",1984,"BEN",0.448,7.322
"1117",1985,"BEN",0.686,8.008
"1118",1986,"BEN",0.624,8.632
"1119",1987,"BEN",0.474,9.106
"1120",1988,"BEN",0.508,9.614
"1121",1989,"BEN",0.57,10.184
"1122",1990,"BEN",0.631,10.815
"1123",1991,"BEN",0.733,11.548
"1124",1992,"BEN",0.788,12.336
"1125",1993,"BEN",0.958,13.294
"1126",1994,"BEN",1.098,14.392
"1127",1995,"BEN",1.117,15.509
"1128",1996,"BEN",1.151,16.66
"1129",1997,"BEN",1.195,17.855
"1130",1998,"BEN",1.114,18.969
"1131",1999,"BEN",1.462,20.431
"1132",2000,"BEN",1.473,21.904
"1133",2001,"BEN",1.689,23.593
"1134",2002,"BEN",2.11,25.703
"1135",2003,"BEN",2.394,28.097
"1136",2004,"BEN",2.594,30.691
"1137",2005,"BEN",2.49,33.181
"1138",2006,"BEN",3.351,36.532
"1139",2007,"BEN",3.931,40.463
"1140",2008,"BEN",3.919,44.382
"1141",2009,"BEN",4.225,48.607
"1142",2010,"BEN",4.679,53.286
"1143",2011,"BEN",4.48,57.766
"1144",2012,"BEN",4.403,62.169
"1145",2013,"BEN",4.566,66.735
"1146",2014,"BEN",4.796,71.531
"1147",2015,"BEN",5.326,76.857
"1148",2016,"BEN",6.6,83.457
"1149",2017,"BEN",6.938,90.395
"1150",2018,"BEN",7.255,97.65
"1151",2019,"BEN",7.315,104.965
"1152",2020,"BEN",6.703,111.668
"1153",1926,"BES",0.026,0.026
"1154",1927,"BES",0.028,0.054
"1155",1928,"BES",0.064,0.118
"1156",1929,"BES",0.08,0.198
"1157",1930,"BES",0.104,0.302
"1158",1931,"BES",0.086,0.388
"1159",1932,"BES",0.084,0.472
"1160",1933,"BES",0.09,0.562
"1161",1934,"BES",0.1,0.662
"1162",1935,"BES",0.112,0.774
"1163",1936,"BES",0.121,0.895
"1164",1937,"BES",0.142,1.037
"1165",1938,"BES",0.154,1.191
"1166",1939,"BES",0.143,1.334
"1167",1940,"BES",0.116,1.45
"1168",1941,"BES",0.141,1.591
"1169",1942,"BES",0.082,1.673
"1170",1943,"BES",0.133,1.806
"1171",1944,"BES",0.167,1.973
"1172",1945,"BES",0.194,2.167
"1173",1946,"BES",0.217,2.384
"1174",1947,"BES",0.246,2.63
"1175",1948,"BES",0.252,2.882
"1176",1950,"BES",0.315,3.197
"1177",1951,"BES",0.497,3.694
"1178",1952,"BES",0.287,3.981
"1179",1953,"BES",0.332,4.313
"1180",1954,"BES",0.672,4.985
"1181",1955,"BES",0.556,5.541
"1182",1956,"BES",0.719,6.26
"1183",1957,"BES",0.491,6.751
"1184",1958,"BES",0.43,7.181
"1185",1959,"BES",0.554,7.735
"1186",1960,"BES",0.476,8.211
"1187",1961,"BES",0.497,8.708
"1188",1962,"BES",0.546,9.254
"1189",1963,"BES",0.523,9.777
"1190",1964,"BES",0.508,10.285
"1191",1965,"BES",0.456,10.741
"1192",1966,"BES",0.426,11.167
"1193",1967,"BES",0.525,11.692
"1194",1968,"BES",0.488,12.18
"1195",1969,"BES",0.639,12.819
"1196",1970,"BES",0.715,13.534
"1197",1971,"BES",0.622,14.156
"1198",1972,"BES",0.603,14.759
"1199",1973,"BES",0.669,15.428
"1200",1974,"BES",0.607,16.035
"1201",1975,"BES",0.439,16.474
"1202",1976,"BES",0.939,17.413
"1203",1977,"BES",0.49,17.903
"1204",1978,"BES",0.417,18.32
"1205",1979,"BES",0.438,18.758
"1206",1980,"BES",0.451,19.209
"1207",1981,"BES",0.429,19.638
"1208",1982,"BES",0.48,20.118
"1209",1983,"BES",0.247,20.365
"1210",1984,"BES",0.616,20.981
"1211",1985,"BES",0.721,21.702
"1212",1986,"BES",0.138,21.84
"1213",1987,"BES",0.123,21.963
"1214",1988,"BES",0.121,22.084
"1215",1989,"BES",0.23,22.314
"1216",1990,"BES",0.247,22.561
"1217",1991,"BES",0.197,22.758
"1218",1992,"BES",0.162,22.92
"1219",1993,"BES",0.25,23.17
"1220",1994,"BES",0.24,23.41
"1221",1995,"BES",0.238,23.648
"1222",1996,"BES",0.222,23.87
"1223",1997,"BES",0.233,24.103
"1224",1998,"BES",0.013,24.116
"1225",1999,"BES",0.096,24.212
"1226",2000,"BES",0.255,24.467
"1227",2001,"BES",0.26,24.727
"1228",2002,"BES",0.251,24.978
"1229",2003,"BES",0.251,25.229
"1230",2004,"BES",0.263,25.492
"1231",2005,"BES",0.261,25.753
"1232",2006,"BES",0.272,26.025
"1233",2007,"BES",0.306,26.331
"1234",2008,"BES",0.294,26.625
"1235",2009,"BES",0.301,26.926
"1236",2010,"BES",0.207,27.133
"1237",2011,"BES",0.265,27.398
"1238",2012,"BES",0.311,27.709
"1239",2013,"BES",0.322,28.031
"1240",2014,"BES",0.322,28.353
"1241",2015,"BES",0.326,28.679
"1242",2016,"BES",0.337,29.016
"1243",2017,"BES",0.348,29.364
"1244",2018,"BES",0.348,29.712
"1245",2019,"BES",0.34,30.052
"1246",2020,"BES",0.301,30.353
"1247",1958,"BFA",0.004,0.004
"1248",1959,"BFA",0.007,0.011
"1249",1960,"BFA",0.044,0.055
"1250",1961,"BFA",0.092,0.147
"1251",1962,"BFA",0.084,0.231
"1252",1963,"BFA",0.088,0.319
"1253",1964,"BFA",0.11,0.429
"1254",1965,"BFA",0.103,0.532
"1255",1966,"BFA",0.103,0.635
"1256",1967,"BFA",0.103,0.738
"1257",1968,"BFA",0.103,0.841
"1258",1969,"BFA",0.121,0.962
"1259",1970,"BFA",0.143,1.105
"1260",1971,"BFA",0.15,1.255
"1261",1972,"BFA",0.161,1.416
"1262",1973,"BFA",0.169,1.585
"1263",1974,"BFA",0.205,1.79
"1264",1975,"BFA",0.22,2.01
"1265",1976,"BFA",0.209,2.219
"1266",1977,"BFA",0.249,2.468
"1267",1978,"BFA",0.348,2.816
"1268",1979,"BFA",0.407,3.223
"1269",1980,"BFA",0.432,3.655
"1270",1981,"BFA",0.557,4.212
"1271",1982,"BFA",0.575,4.787
"1272",1983,"BFA",0.594,5.381
"1273",1984,"BFA",0.465,5.846
"1274",1985,"BFA",0.476,6.322
"1275",1986,"BFA",0.48,6.802
"1276",1987,"BFA",0.517,7.319
"1277",1988,"BFA",0.553,7.872
"1278",1989,"BFA",0.821,8.693
"1279",1990,"BFA",0.583,9.276
"1280",1991,"BFA",0.627,9.903
"1281",1992,"BFA",0.63,10.533
"1282",1993,"BFA",0.627,11.16
"1283",1994,"BFA",0.645,11.805
"1284",1995,"BFA",0.624,12.429
"1285",1996,"BFA",0.705,13.134
"1286",1997,"BFA",0.804,13.938
"1287",1998,"BFA",0.859,14.797
"1288",1999,"BFA",0.916,15.713
"1289",2000,"BFA",1.03,16.743
"1290",2001,"BFA",0.991,17.734
"1291",2002,"BFA",1.001,18.735
"1292",2003,"BFA",1.075,19.81
"1293",2004,"BFA",1.1,20.91
"1294",2005,"BFA",1.122,22.032
"1295",2006,"BFA",1.356,23.388
"1296",2007,"BFA",1.591,24.979
"1297",2008,"BFA",1.734,26.713
"1298",2009,"BFA",1.829,28.542
"1299",2010,"BFA",2.036,30.578
"1300",2011,"BFA",2.131,32.709
"1301",2012,"BFA",2.619,35.328
"1302",2013,"BFA",2.864,38.192
"1303",2014,"BFA",2.911,41.103
"1304",2015,"BFA",3.297,44.4
"1305",2016,"BFA",3.381,47.781
"1306",2017,"BFA",3.938,51.719
"1307",2018,"BFA",4.301,56.02
"1308",2019,"BFA",4.336,60.356
"1309",2020,"BFA",3.97,64.326
"1310",1946,"BGD",0.117,0.117
"1311",1947,"BGD",0.121,0.238
"1312",1948,"BGD",0.134,0.372
"1313",1949,"BGD",0.19,0.562
"1314",1950,"BGD",0.993,1.555
"1315",1951,"BGD",1.226,2.781
"1316",1952,"BGD",1.295,4.076
"1317",1953,"BGD",1.318,5.394
"1318",1954,"BGD",1.339,6.733
"1319",1955,"BGD",1.379,8.112
"1320",1956,"BGD",1.634,9.746
"1321",1957,"BGD",1.689,11.435
"1322",1958,"BGD",1.896,13.331
"1323",1959,"BGD",1.84,15.171
"1324",1960,"BGD",2.212,17.383
"1325",1961,"BGD",2.29,19.673
"1326",1962,"BGD",2.517,22.19
"1327",1963,"BGD",2.893,25.083
"1328",1964,"BGD",2.975,28.058
"1329",1965,"BGD",3.121,31.179
"1330",1966,"BGD",3.176,34.355
"1331",1967,"BGD",3.371,37.726
"1332",1968,"BGD",3.866,41.592
"1333",1969,"BGD",3.749,45.341
"1334",1970,"BGD",3.803,49.144
"1335",1971,"BGD",3.606,52.75
"1336",1972,"BGD",3.506,56.256
"1337",1973,"BGD",4.55,60.806
"1338",1974,"BGD",4.653,65.459
"1339",1975,"BGD",4.857,70.316
"1340",1976,"BGD",5.556,75.872
"1341",1977,"BGD",5.785,81.657
"1342",1978,"BGD",5.984,87.641
"1343",1979,"BGD",6.613,94.254
"1344",1980,"BGD",7.597,101.851
"1345",1981,"BGD",7.886,109.737
"1346",1982,"BGD",8.552,118.289
"1347",1983,"BGD",8.188,126.477
"1348",1984,"BGD",9.077,135.554
"1349",1985,"BGD",10.189,145.743
"1350",1986,"BGD",11.406,157.149
"1351",1987,"BGD",11.8,168.949
"1352",1988,"BGD",13.478,182.427
"1353",1989,"BGD",13.382,195.809
"1354",1990,"BGD",14.082,209.891
"1355",1991,"BGD",14.742,224.633
"1356",1992,"BGD",15.38,240.013
"1357",1993,"BGD",16.063,256.076
"1358",1994,"BGD",17.538,273.614
"1359",1995,"BGD",21.042,294.656
"1360",1996,"BGD",21.493,316.149
"1361",1997,"BGD",23.126,339.275
"1362",1998,"BGD",23.198,362.473
"1363",1999,"BGD",25.075,387.548
"1364",2000,"BGD",26.525,414.073
"1365",2001,"BGD",31.035,445.108
"1366",2002,"BGD",31.981,477.089
"1367",2003,"BGD",33.459,510.548
"1368",2004,"BGD",35.945,546.493
"1369",2005,"BGD",37.677,584.17
"1370",2006,"BGD",41.689,625.859
"1371",2007,"BGD",42.642,668.501
"1372",2008,"BGD",45.301,713.802
"1373",2009,"BGD",49.148,762.95
"1374",2010,"BGD",53.992,816.942
"1375",2011,"BGD",56.556,873.498
"1376",2012,"BGD",60.691,934.189
"1377",2013,"BGD",61.782,995.971
"1378",2014,"BGD",65.979,1061.95
"1379",2015,"BGD",73.277,1135.227
"1380",2016,"BGD",76.477,1211.704
"1381",2017,"BGD",80.944,1292.648
"1382",2018,"BGD",82.6,1375.248
"1383",2019,"BGD",94.215,1469.463
"1384",2020,"BGD",92.842,1562.305
"1385",1933,"BHR",0.011,0.011
"1386",1934,"BHR",0.121,0.132
"1387",1935,"BHR",0.531,0.663
"1388",1936,"BHR",1.949,2.612
"1389",1937,"BHR",3.254,5.866
"1390",1938,"BHR",3.477,9.343
"1391",1939,"BHR",3.184,12.527
"1392",1940,"BHR",2.968,15.495
"1393",1941,"BHR",2.851,18.346
"1394",1942,"BHR",2.616,20.962
"1395",1943,"BHR",2.759,23.721
"1396",1944,"BHR",2.818,26.539
"1397",1945,"BHR",3.063,29.602
"1398",1946,"BHR",3.36,32.962
"1399",1947,"BHR",3.95,36.912
"1400",1948,"BHR",4.576,41.488
"1401",1949,"BHR",4.609,46.097
"1402",1950,"BHR",1.381,47.478
"1403",1951,"BHR",1.176,48.654
"1404",1952,"BHR",1.286,49.94
"1405",1953,"BHR",0.997,50.937
"1406",1954,"BHR",1.044,51.981
"1407",1955,"BHR",1.403,53.384
"1408",1956,"BHR",1.055,54.439
"1409",1957,"BHR",0.755,55.194
"1410",1958,"BHR",1.29,56.484
"1411",1959,"BHR",1.312,57.796
"1412",1960,"BHR",0.575,58.371
"1413",1961,"BHR",1.77,60.141
"1414",1962,"BHR",1.59,61.731
"1415",1963,"BHR",1.194,62.925
"1416",1964,"BHR",1.598,64.523
"1417",1965,"BHR",1.227,65.75
"1418",1966,"BHR",0.649,66.399
"1419",1967,"BHR",1.004,67.403
"1420",1968,"BHR",1.103,68.506
"1421",1969,"BHR",1.271,69.777
"1422",1970,"BHR",2.59,72.367
"1423",1971,"BHR",3.037,75.404
"1424",1972,"BHR",3.679,79.083
"1425",1973,"BHR",5.518,84.601
"1426",1974,"BHR",5.401,90.002
"1427",1975,"BHR",5.749,95.751
"1428",1976,"BHR",6.57,102.321
"1429",1977,"BHR",7.464,109.785
"1430",1978,"BHR",7.76,117.545
"1431",1979,"BHR",8.127,125.672
"1432",1980,"BHR",7.881,133.553
"1433",1981,"BHR",8.519,142.072
"1434",1982,"BHR",9.831,151.903
"1435",1983,"BHR",8.222,160.125
"1436",1984,"BHR",9.2,169.325
"1437",1985,"BHR",10.186,179.511
"1438",1986,"BHR",11.003,190.514
"1439",1987,"BHR",11.421,201.935
"1440",1988,"BHR",12.143,214.078
"1441",1989,"BHR",11.717,225.795
"1442",1990,"BHR",12.406,238.201
